setting,qs,seed,model,dim,rank_rho
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,svc,4,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,svc,6,0.09009374626955591
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,svc,8,0.2522624895547565
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,svc,10,0.7857142857142859
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,42,svc,12,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,gpc,4,0.9642857142857145
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,gpc,6,1.0
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,svc,4,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,svc,6,0.09009374626955591
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,svc,8,0.2522624895547565
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,svc,10,0.7857142857142859
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,42,999,svc,12,0.8214285714285715
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,gpc,4,0.7857142857142859
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,gpc,6,0.5765999761251578
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,gpc,8,0.9910312089651149
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,gpc,10,0.8214285714285715
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,gpc,12,0.5357142857142858
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,svc,4,0.5122717640554154
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,svc,6,0.9363636363636364
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,svc,8,0.5545454545454546
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,svc,10,0.9369749612033814
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,123,svc,12,0.8
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,gpc,4,0.7857142857142859
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,gpc,6,0.5765999761251578
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,gpc,8,0.9910312089651149
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,gpc,10,0.8214285714285715
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,gpc,12,0.42857142857142866
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,svc,4,0.5122717640554154
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,svc,6,0.9363636363636364
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,svc,8,0.5545454545454546
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,svc,10,0.9369749612033814
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,42,svc,12,0.8
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,gpc,4,0.5
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,gpc,6,0.5765999761251578
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,gpc,8,0.9369749612033814
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,gpc,10,0.8214285714285715
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,gpc,12,0.42857142857142866
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,svc,4,0.5122717640554154
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,svc,6,0.9363636363636364
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,svc,8,0.5545454545454546
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,svc,10,0.9369749612033814
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,7,999,svc,12,0.8
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,gpc,4,0.5714285714285715
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,gpc,6,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,gpc,8,0.6071428571428572
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,svc,4,-0.14285714285714288
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,svc,6,0.9265616458263766
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,svc,8,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,svc,10,0.642857142857143
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,123,svc,12,0.5
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,gpc,4,0.4642857142857144
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,gpc,6,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,gpc,8,0.6071428571428572
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,svc,4,-0.14285714285714288
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,svc,6,0.9265616458263766
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,svc,8,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,svc,10,0.642857142857143
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,42,svc,12,0.5
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,gpc,4,0.7857142857142859
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,gpc,6,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,gpc,8,0.6071428571428572
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,svc,4,-0.14285714285714288
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,svc,6,0.9265616458263766
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,svc,8,0.8928571428571429
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,svc,10,0.642857142857143
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,999,999,svc,12,0.5
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,gpc,4,0.4504687313477795
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,gpc,6,0.642857142857143
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,gpc,8,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,gpc,10,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,svc,4,0.9126643739222254
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,svc,6,0.9723448696087954
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,svc,8,0.8108437164260032
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,svc,10,0.8213397168536801
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,svc,12,0.5765999761251578
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,gpc,4,0.4504687313477795
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,gpc,6,0.642857142857143
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,gpc,8,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,gpc,10,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,svc,4,0.9126643739222254
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,svc,6,0.9723448696087954
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,svc,8,0.8108437164260032
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,svc,10,0.8213397168536801
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,svc,12,0.5765999761251578
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,gpc,4,0.4504687313477795
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,gpc,6,0.642857142857143
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,gpc,8,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,gpc,10,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,svc,4,0.9126643739222254
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,svc,6,0.9723448696087954
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,svc,8,0.8108437164260032
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,svc,10,0.8213397168536801
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,svc,12,0.5765999761251578
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,gpc,6,0.642857142857143
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,svc,4,0.6636363636363637
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,svc,6,0.38188130791298674
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,svc,8,-0.09090909090909091
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,svc,10,0.6785714285714287
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,svc,12,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,gpc,6,0.642857142857143
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,svc,4,0.6636363636363637
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,svc,6,0.38188130791298674
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,svc,8,-0.09090909090909091
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,svc,10,0.6785714285714287
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,svc,12,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,gpc,6,0.642857142857143
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,svc,4,0.6636363636363637
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,svc,6,0.38188130791298674
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,svc,8,-0.09090909090909091
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,svc,10,0.6785714285714287
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,svc,12,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,gpc,6,0.4642857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,gpc,8,0.7748062179181807
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,gpc,10,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,gpc,12,0.7853554716071041
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,svc,4,0.36363636363636365
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,svc,6,0.4504687313477795
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,svc,8,0.03571428571428572
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,svc,10,0.7105597124064275
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,svc,12,0.6544628930059201
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,gpc,6,0.4642857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,gpc,8,0.7748062179181807
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,gpc,10,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,gpc,12,0.7853554716071041
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,svc,4,0.36363636363636365
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,svc,6,0.4504687313477795
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,svc,8,0.03571428571428572
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,svc,10,0.7105597124064275
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,svc,12,0.6544628930059201
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,gpc,6,0.4642857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,gpc,8,0.7748062179181807
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,gpc,10,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,gpc,12,0.7853554716071041
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,svc,4,0.36363636363636365
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,svc,6,0.4504687313477795
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,svc,8,0.03571428571428572
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,svc,10,0.7105597124064275
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,svc,12,0.6544628930059201
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,gpc,4,0.21428571428571433
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,gpc,6,0.5357142857142858
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,gpc,10,0.7500000000000002
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,gpc,12,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,svc,4,0.7767356373806173
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,svc,6,0.9903379376602872
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,svc,8,0.9393364366277241
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,svc,10,0.8846517369293828
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,svc,12,0.8461538461538463
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,gpc,4,0.21428571428571433
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,gpc,6,0.5357142857142858
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,gpc,10,0.7500000000000002
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,gpc,12,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,svc,4,0.7767356373806173
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,svc,6,0.9903379376602872
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,svc,8,0.9393364366277241
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,svc,10,0.8846517369293828
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,svc,12,0.8461538461538463
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,gpc,4,0.21428571428571433
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,gpc,6,0.5357142857142858
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,gpc,10,0.7500000000000002
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,gpc,12,0.8214285714285715
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,svc,4,0.7767356373806173
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,svc,6,0.9903379376602872
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,svc,8,0.9393364366277241
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,svc,10,0.8846517369293828
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,svc,12,0.8461538461538463
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,gpc,4,0.396412483586046
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,gpc,6,0.8648999641877367
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,svc,4,0.7500000000000002
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,svc,6,0.6785714285714287
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,svc,8,0.9265616458263765
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,svc,10,0.9349469900084572
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,svc,12,0.5
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,gpc,4,0.396412483586046
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,gpc,6,0.8648999641877367
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,svc,4,0.7500000000000002
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,svc,6,0.6785714285714287
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,svc,8,0.9265616458263765
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,svc,10,0.9349469900084572
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,svc,12,0.5
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,gpc,4,0.396412483586046
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,gpc,6,0.8648999641877367
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,svc,4,0.7500000000000002
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,svc,6,0.6785714285714287
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,svc,8,0.9265616458263765
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,svc,10,0.9349469900084572
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,svc,12,0.5
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,gpc,4,0.6071428571428572
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,gpc,6,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,gpc,8,0.7500000000000002
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,gpc,12,0.594618725379069
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,svc,4,0.9549937104572925
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,svc,6,0.7387687194103585
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,svc,8,0.6666937223947136
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,svc,10,0.900937462695559
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,123,svc,12,0.8288624656799143
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,gpc,4,0.6071428571428572
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,gpc,6,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,gpc,8,0.7500000000000002
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,gpc,12,0.594618725379069
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,svc,4,0.9549937104572925
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,svc,6,0.7387687194103585
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,svc,8,0.6666937223947136
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,svc,10,0.900937462695559
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,42,svc,12,0.8288624656799143
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,gpc,4,0.6071428571428572
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,gpc,6,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,gpc,8,0.7500000000000002
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,gpc,12,0.594618725379069
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,svc,4,0.9549937104572925
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,svc,6,0.7387687194103585
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,svc,8,0.6666937223947136
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,svc,10,0.900937462695559
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,123,999,svc,12,0.8288624656799143
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,gpc,4,0.6666937223947136
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,gpc,6,0.37062465833055064
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,gpc,10,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,gpc,12,0.5357142857142858
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,svc,4,0.41818181818181815
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,svc,6,0.6847124716486249
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,svc,8,0.41443123283995714
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,svc,10,0.37839373433213486
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,svc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,gpc,4,0.6666937223947136
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,gpc,6,0.37062465833055064
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,gpc,10,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,gpc,12,0.5357142857142858
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,svc,4,0.41818181818181815
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,svc,6,0.6847124716486249
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,svc,8,0.41443123283995714
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,svc,10,0.37839373433213486
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,svc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,gpc,4,0.6666937223947136
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,gpc,6,0.37062465833055064
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,gpc,8,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,gpc,10,0.7142857142857144
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,gpc,12,0.5357142857142858
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,svc,4,0.41818181818181815
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,svc,6,0.6847124716486249
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,svc,8,0.41443123283995714
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,svc,10,0.37839373433213486
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,svc,12,0.8928571428571429
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,42,123,gpc,4,0.28571428571428575
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,42,123,gpc,6,0.6071428571428572
